alpha, beta, gamma, IsInside
1.11111, 1.6, -1.71111, 0
1.11111, 1.56667, -1.67778, 0
1.11111, 1.53333, -1.64444, 0
1.11111, 1.5, -1.61111, 0
1.11111, 1.46667, -1.57778, 0
1.11111, 1.43333, -1.54444, 0
1.11111, 1.4, -1.51111, 0
1.11111, 1.36667, -1.47778, 0
1.11111, 1.33333, -1.44444, 0
1.11111, 1.3, -1.41111, 0
1.11111, 1.26667, -1.37778, 0
1.11111, 1.23333, -1.34444, 0
1.11111, 1.2, -1.31111, 0
1.11111, 1.16667, -1.27778, 0
1.11111, 1.13333, -1.24444, 0
1.11111, 1.1, -1.21111, 0
1.11111, 1.06667, -1.17778, 0
1.11111, 1.03333, -1.14444, 0
1.11111, 1, -1.11111, 0
1.11111, 0.966667, -1.07778, 0
1.11111, 0.933333, -1.04444, 0
1.11111, 0.9, -1.01111, 0
1.11111, 0.866667, -0.977778, 0
1.11111, 0.833333, -0.944444, 0
1.11111, 0.8, -0.911111, 0
1.11111, 0.766667, -0.877778, 0
1.11111, 0.733333, -0.844445, 0
1.11111, 0.7, -0.811111, 0
1.11111, 0.666667, -0.777778, 0
1.11111, 0.633333, -0.744444, 0
1.11111, 0.6, -0.711111, 0
1.11111, 0.566667, -0.677778, 0
1.11111, 0.533333, -0.644444, 0
1.11111, 0.5, -0.611111, 0
1.11111, 0.466667, -0.577778, 0
1.11111, 0.433333, -0.544445, 0
1.11111, 0.4, -0.511111, 0
1.11111, 0.366667, -0.477778, 0
1.11111, 0.333333, -0.444444, 0
1.11111, 0.3, -0.411111, 0
1.11111, 0.266667, -0.377778, 0
1.11111, 0.233333, -0.344444, 0
1.11111, 0.2, -0.311111, 0
1.11111, 0.166667, -0.277778, 0
1.11111, 0.133333, -0.244444, 0
1.11111, 0.1, -0.211111, 0
1.11111, 0.0666667, -0.177778, 0
1.11111, 0.0333333, -0.144444, 0
1.11111, 0, -0.111111, 0
1.11111, -0.0333333, -0.0777778, 0
1.11111, -0.0666667, -0.0444445, 0
1.11111, -0.1, -0.0111112, 0
1.11111, -0.133333, 0.0222222, 0
1.11111, -0.166667, 0.0555555, 0
1.11111, -0.2, 0.0888888, 0
1.11111, -0.233333, 0.122222, 0
1.11111, -0.266667, 0.155555, 0
1.11111, -0.3, 0.188889, 0
1.11111, -0.333333, 0.222222, 0
1.11111, -0.366667, 0.255556, 0
1.11111, -0.4, 0.288889, 0
1.11111, -0.433333, 0.322222, 0
1.11111, -0.466667, 0.355555, 0
1.11111, -0.5, 0.388889, 0
1.08889, 1.83333, -1.92222, 0
1.08889, 1.8, -1.88889, 0
1.08889, 1.76667, -1.85556, 0
1.08889, 1.73333, -1.82222, 0
1.08889, 1.7, -1.78889, 0
1.08889, 1.66667, -1.75556, 0
1.08889, 1.63333, -1.72222, 0
1.08889, 1.6, -1.68889, 0
1.08889, 1.56667, -1.65556, 0
